subpanel,model,encoding,coupling_strength,seed,resource,performance
b,DV-QRC,Clustered,1.0000000000000001e-05,7,1.2712561224190868e-07,-0.073430621020064077
b,DV-QRC,Clustered,1.0000000000000001e-05,8,7.7511673374884015e-08,-0.059053124233325177
b,DV-QRC,Clustered,1.0000000000000001e-05,9,6.6335723544184807e-08,-0.064833826820044335
b,DV-QRC,Clustered,1.0000000000000001e-05,10,8.5362870192449591e-08,-0.071239747658458669
b,DV-QRC,Clustered,1.0000000000000001e-05,11,8.7774511102976737e-08,-0.057661457651780192
b,DV-QRC,Clustered,1.0000000000000001e-05,12,1.0291050956937041e-07,-0.073945640402225274
b,DV-QRC,Clustered,1.0000000000000001e-05,13,1.1544176321669433e-07,-0.073396990076808583
b,DV-QRC,Clustered,1.0000000000000001e-05,14,1.2266305413544663e-07,-0.06775656870867823
b,DV-QRC,Clustered,1.0000000000000001e-05,15,8.1541470086893536e-08,-0.074829444513412821
b,DV-QRC,Clustered,1.0000000000000001e-05,16,7.1840759100523502e-08,-0.073657647084215197
b,DV-QRC,Clustered,1.0000000000000001e-05,17,1.0042924690654159e-07,-0.082812962316171371
b,DV-QRC,Clustered,1.0000000000000001e-05,18,1.240569606415904e-07,-0.070706298793983463
b,DV-QRC,Clustered,1.0000000000000001e-05,19,7.4726888499007685e-08,-0.075826351342405049
b,DV-QRC,Clustered,2.1544346900318823e-05,0,1.0032340620110567e-07,-0.067177402251808835
b,DV-QRC,Clustered,2.1544346900318823e-05,1,7.7317264990444104e-08,-0.072225336650422037
b,DV-QRC,Clustered,2.1544346900318823e-05,2,7.56396667838823e-08,-0.063481612852991254
b,DV-QRC,Clustered,2.1544346900318823e-05,3,1.2268215245706987e-07,-0.067853936967086359
b,DV-QRC,Clustered,2.1544346900318823e-05,4,9.2809958593039797e-08,-0.063752467624190554
b,DV-QRC,Clustered,2.1544346900318823e-05,5,1.0858356321052037e-07,-0.0705882334403614
b,DV-QRC,Clustered,2.1544346900318823e-05,6,9.0390018739132785e-08,-0.066900218822950733
b,DV-QRC,Clustered,2.1544346900318823e-05,7,1.302344383577913e-07,-0.073439534460184461
b,DV-QRC,Clustered,2.1544346900318823e-05,8,7.6317036872957495e-08,-0.059138443294554172
b,DV-QRC,Clustered,2.1544346900318823e-05,9,6.4429416381492523e-08,-0.064832791943990373
b,DV-QRC,Clustered,2.1544346900318823e-05,10,8.565064308240538e-08,-0.071230222243829563
b,DV-QRC,Clustered,2.1544346900318823e-05,11,8.691374077750846e-08,-0.057935513218967082
b,DV-QRC,Clustered,2.1544346900318823e-05,12,1.0160291546686383e-07,-0.073954455979429443
b,DV-QRC,Clustered,2.1544346900318823e-05,13,1.1547505155128542e-07,-0.073396083267407611
b,DV-QRC,Clustered,2.1544346900318823e-05,14,1.2332882687670884e-07,-0.067909970647482346
b,DV-QRC,Clustered,2.1544346900318823e-05,15,7.9995230712840532e-08,-0.074821107147495444
b,DV-QRC,Clustered,2.1544346900318823e-05,16,7.1813689463070471e-08,-0.073678205271160271
b,DV-QRC,Clustered,2.1544346900318823e-05,17,1.0167803771978857e-07,-0.082811864277253386
b,DV-QRC,Clustered,2.1544346900318823e-05,18,1.2362660020697343e-07,-0.070716161807521841
b,DV-QRC,Clustered,2.1544346900318823e-05,19,7.3440509528063323e-08,-0.075825900906019275
b,DV-QRC,Clustered,4.6415888336127818e-05,0,1.0059161351910575e-07,-0.067237981838702374
b,DV-QRC,Clustered,4.6415888336127818e-05,1,7.9942052599982453e-08,-0.072243172230132102
b,DV-QRC,Clustered,4.6415888336127818e-05,2,7.6023461148202241e-08,-0.063404607165469293
b,DV-QRC,Clustered,4.6415888336127818e-05,3,1.2305542865854665e-07,-0.06798449676964527
b,DV-QRC,Clustered,4.6415888336127818e-05,4,9.1897228858427564e-08,-0.063739388340391709
b,DV-QRC,Clustered,4.6415888336127818e-05,5,1.0791191399686745e-07,-0.070603329787523567
b,DV-QRC,Clustered,4.6415888336127818e-05,6,9.1959900415538818e-08,-0.06696133157022538
b,DV-QRC,Clustered,4.6415888336127818e-05,7,1.2883651532888211e-07,-0.073457784803976509
b,DV-QRC,Clustered,4.6415888336127818e-05,8,7.46443875083783e-08,-0.059305740556637225
b,DV-QRC,Clustered,4.6415888336127818e-05,9,6.5336077719758675e-08,-0.064831472888426098
b,DV-QRC,Clustered,4.6415888336127818e-05,10,8.6692621696216e-08,-0.071210136000551469
b,DV-QRC,Clustered,4.6415888336127818e-05,11,8.7202990669244232e-08,-0.058538555304747018
b,DV-QRC,Clustered,4.6415888336127818e-05,12,1.0291693370630049e-07,-0.073973468256809241
b,DV-QRC,Clustered,4.6415888336127818e-05,13,1.1374967216108356e-07,-0.073393689355325142
b,DV-QRC,Clustered,4.6415888336127818e-05,14,1.2371081474671487e-07,-0.068236298908354365
b,DV-QRC,Clustered,4.6415888336127818e-05,15,8.0566546854727094e-08,-0.074801925279650003
b,DV-QRC,Clustered,4.6415888336127818e-05,16,7.3583837359783223e-08,-0.073718841078310074
b,DV-QRC,Clustered,4.6415888336127818e-05,17,1.0165156593350143e-07,-0.082812532192906171
b,DV-QRC,Clustered,4.6415888336127818e-05,18,1.2414139392124229e-07,-0.07073740763179015
b,DV-QRC,Clustered,4.6415888336127818e-05,19,7.3959831673789806e-08,-0.075826424653257798
b,DV-QRC,Clustered,0.0001,0,9.8742758514128361e-08,-0.067369095253596523
b,DV-QRC,Clustered,0.0001,1,8.0265463894851051e-08,-0.072447850524078636
b,DV-QRC,Clustered,0.0001,2,7.6428135343593e-08,-0.063237286353905423
b,DV-QRC,Clustered,0.0001,3,1.2361359347794892e-07,-0.06824864114165359
b,DV-QRC,Clustered,0.0001,4,9.2181039337948907e-08,-0.063711113852322615
b,DV-QRC,Clustered,0.0001,5,1.0818486255506503e-07,-0.070635370389642738
b,DV-QRC,Clustered,0.0001,6,9.0505470855391375e-08,-0.067090739360029225
b,DV-QRC,Clustered,0.0001,7,1.2780309341188699e-07,-0.073495964331532868
b,DV-QRC,Clustered,0.0001,8,7.4413132247715919e-08,-0.059577750298138915
b,DV-QRC,Clustered,0.0001,9,6.5710252795970795e-08,-0.064821384090110706
b,DV-QRC,Clustered,0.0001,10,8.690995832154335e-08,-0.071164330026107628
b,DV-QRC,Clustered,0.0001,11,8.6545590900881553e-08,-0.059877621332512565
b,DV-QRC,Clustered,0.0001,12,1.0339852476444978e-07,-0.074011722618670867
b,DV-QRC,Clustered,0.0001,13,1.158232282258186e-07,-0.073387413810477101
b,DV-QRC,Clustered,0.0001,14,1.2222733656461959e-07,-0.068921573919179413
b,DV-QRC,Clustered,0.0001,15,8.1218850977047349e-08,-0.074759126389756361
b,DV-QRC,Clustered,0.0001,16,7.0500452033980554e-08,-0.073807185840576231
b,DV-QRC,Clustered,0.0001,17,1.0047006138736512e-07,-0.082811600780223274
b,DV-QRC,Clustered,0.0001,18,1.2034198129073849e-07,-0.070783709114287469
b,DV-QRC,Clustered,0.0001,19,7.338515396666455e-08,-0.075821084320247617
b,DV-QRC,Clustered,0.00021544346900318823,0,9.9131481976754072e-08,-0.067649100557645364
b,DV-QRC,Clustered,0.00021544346900318823,1,7.7471668211104745e-08,-0.072285874422094512
b,DV-QRC,Clustered,0.00021544346900318823,2,7.4739206133446823e-08,-0.062878599059966442
b,DV-QRC,Clustered,0.00021544346900318823,3,1.3192889058508074e-07,-0.068731954708503795
b,DV-QRC,Clustered,0.00021544346900318823,4,9.2579128188399383e-08,-0.063650575125143063
b,DV-QRC,Clustered,0.00021544346900318823,5,1.0817660794669874e-07,-0.070702195899111461
b,DV-QRC,Clustered,0.00021544346900318823,6,9.2763276880904475e-08,-0.067365805187648106
b,DV-QRC,Clustered,0.00021544346900318823,7,1.2823882411002628e-07,-0.073567475464831639
b,DV-QRC,Clustered,0.00021544346900318823,8,7.4183006702236654e-08,-0.059672136385423541
b,DV-QRC,Clustered,0.00021544346900318823,9,6.5772617072219726e-08,-0.064782076409512904
b,DV-QRC,Clustered,0.00021544346900318823,10,8.7150623997011161e-08,-0.071062004259421344
b,DV-QRC,Clustered,0.00021544346900318823,11,8.6544949210802849e-08,-0.062948278799195248
b,DV-QRC,Clustered,0.00021544346900318823,12,1.029993679108298e-07,-0.074081776673080788
b,DV-QRC,Clustered,0.00021544346900318823,13,1.1792819932467974e-07,-0.073372201987239524
b,DV-QRC,Clustered,0.00021544346900318823,14,1.2355179358973786e-07,-0.070298951764108553
b,DV-QRC,Clustered,0.00021544346900318823,15,8.2222558395188376e-08,-0.074663144424549799
b,DV-QRC,Clustered,0.00021544346900318823,16,7.2254858271182318e-08,-0.073994274322868647
b,DV-QRC,Clustered,0.00021544346900318823,17,1.0068764050078662e-07,-0.082810129145546599
b,DV-QRC,Clustered,0.00021544346900318823,18,1.2467607770008608e-07,-0.070882227038514836
b,DV-QRC,Clustered,0.00021544346900318823,19,7.3407511317501622e-08,-0.075775639997812436
b,DV-QRC,Clustered,0.00046415888336127773,0,1.0100776705673516e-07,-0.06824290773785438
b,DV-QRC,Clustered,0.00046415888336127773,1,7.9034531029136317e-08,-0.064071777965136953
b,DV-QRC,Clustered,0.00046415888336127773,2,7.6857941070848757e-08,-0.062109550757782767
b,DV-QRC,Clustered,0.00046415888336127773,3,1.5935674225881084e-07,-0.069331057495181481
b,DV-QRC,Clustered,0.00046415888336127773,4,1.0316145990902437e-07,-0.063519198078749797
b,DV-QRC,Clustered,0.00046415888336127773,5,1.0652752705844957e-07,-0.070838259256612468
b,DV-QRC,Clustered,0.00046415888336127773,6,9.2535672683630038e-08,-0.06793744914927681
b,DV-QRC,Clustered,0.00046415888336127773,7,1.2880860208095233e-07,-0.073673803886480246
b,DV-QRC,Clustered,0.00046415888336127773,8,7.7145324551369643e-08,-0.057107091907552789
b,DV-QRC,Clustered,0.00046415888336127773,9,6.4759540063397694e-08,-0.06461220534322494
b,DV-QRC,Clustered,0.00046415888336127773,10,8.6700458257952591e-08,-0.070820806416125939
b,DV-QRC,Clustered,0.00046415888336127773,11,8.683874301254585e-08,-0.069461811019470326
b,DV-QRC,Clustered,0.00046415888336127773,12,1.015632705239646e-07,-0.074175710984265203
b,DV-QRC,Clustered,0.00046415888336127773,13,1.1902158242082704e-07,-0.073328822471284791
b,DV-QRC,Clustered,0.00046415888336127773,14,1.2256336013488938e-07,-0.072675297056031388
b,DV-QRC,Clustered,0.00046415888336127773,15,8.2091370482508e-08,-0.074431166076301028
b,DV-QRC,Clustered,0.00046415888336127773,16,7.186067013098694e-08,-0.074373806926015071
b,DV-QRC,Clustered,0.00046415888336127773,17,1.0277903467348682e-07,-0.082807366517694908
b,DV-QRC,Clustered,0.00046415888336127773,18,1.2509294563108752e-07,-0.071092570963497914
b,DV-QRC,Clustered,0.00046415888336127773,19,7.4675147095116151e-08,-0.075534610255919704
b,DV-QRC,Clustered,0.001,0,1.0004764226258291e-07,-0.069470728321517364
b,DV-QRC,Clustered,0.001,1,7.9152917891899671e-08,-0.064150607180021579
b,DV-QRC,Clustered,0.001,2,7.5859351377660354e-08,-0.060505451403584938
b,DV-QRC,Clustered,0.001,3,3.0539419657742478e-07,-0.068407597461832434
b,DV-QRC,Clustered,0.001,4,2.1471761170693086e-07,-0.063237114097401861
b,DV-QRC,Clustered,0.001,5,1.1527982827347086e-07,-0.071091633760279271
b,DV-QRC,Clustered,0.001,6,9.1629939765530919e-08,-0.069061882282262829
b,DV-QRC,Clustered,0.001,7,1.3533607448947349e-07,-0.073687234205433785
b,DV-QRC,Clustered,0.001,8,8.3312642167032301e-08,-0.043280276667339822
b,DV-QRC,Clustered,0.001,9,6.5912177920178711e-08,-0.063894775649396204
b,DV-QRC,Clustered,0.001,10,8.6880974251433876e-08,-0.070208838771485135
b,DV-QRC,Clustered,0.001,11,8.5835805069860481e-08,-0.065683485380538018
b,DV-QRC,Clustered,0.001,12,1.0221426847061068e-07,-0.074132003103374186
b,DV-QRC,Clustered,0.001,13,1.5596377685348944e-07,-0.073191005459219124
b,DV-QRC,Clustered,0.001,14,1.2410200541909287e-07,-0.074361584838132336
b,DV-QRC,Clustered,0.001,15,8.0856459566891852e-08,-0.073817538342395822
b,DV-QRC,Clustered,0.001,16,7.0998330084489688e-08,-0.075057879191612845
b,DV-QRC,Clustered,0.001,17,1.0069696288714063e-07,-0.08280329727300724
b,DV-QRC,Clustered,0.001,18,1.4116762787157634e-07,-0.071536872593202752
b,DV-QRC,Clustered,0.001,19,7.3270321170282719e-08,-0.074428160491237932
b,DV-QRC,Clustered,0.0021544346900318821,0,9.9325691686993751e-08,-0.071790825461276173
b,DV-QRC,Clustered,0.0021544346900318821,1,7.8492097108666883e-08,-0.052144651170542046
b,DV-QRC,Clustered,0.0021544346900318821,2,7.620376063035807e-08,-0.057344545534974527
b,DV-QRC,Clustered,0.0021544346900318821,3,9.6127185884098216e-07,-0.060035283342598278
b,DV-QRC,Clustered,0.0021544346900318821,4,1.1018580357180448e-06,-0.062631362898197804
b,DV-QRC,Clustered,0.0021544346900318821,5,2.0231999983639265e-07,-0.071444982528774459
b,DV-QRC,Clustered,0.0021544346900318821,6,1.0072896697079461e-07,-0.070877409143543194
b,DV-QRC,Clustered,0.0021544346900318821,7,2.0170692789584314e-07,-0.072796490400571748
b,DV-QRC,Clustered,0.0021544346900318821,8,2.0226090399367474e-07,-0.027585272956943852
b,DV-QRC,Clustered,0.0021544346900318821,9,6.5737961234470109e-08,-0.061119640140463061
b,DV-QRC,Clustered,0.0021544346900318821,10,1.1805570334558112e-07,-0.068546912991450701
b,DV-QRC,Clustered,0.0021544346900318821,11,8.6177230513814267e-08,-0.038506837751033682
b,DV-QRC,Clustered,0.0021544346900318821,12,1.0464437897407496e-07,-0.07305569740990854
b,DV-QRC,Clustered,0.0021544346900318821,13,5.1166928375381292e-07,-0.072693830526263839
b,DV-QRC,Clustered,0.0021544346900318821,14,1.2918917980258113e-07,-0.067600961881709068
b,DV-QRC,Clustered,0.0021544346900318821,15,8.0660327199055526e-08,-0.072015391857909491
b,DV-QRC,Clustered,0.0021544346900318821,16,7.2514944527137395e-08,-0.075801694772250489
b,DV-QRC,Clustered,0.0021544346900318821,17,1.3145504298161087e-07,-0.082795081871161177
b,DV-QRC,Clustered,0.0021544346900318821,18,2.5318087609926236e-07,-0.072446427457582632
b,DV-QRC,Clustered,0.0021544346900318821,19,7.4781894182596706e-08,-0.070277591540378784
b,DV-QRC,Clustered,0.0046415888336127772,0,3.6163233231291618e-07,-0.074568560526865793
b,DV-QRC,Clustered,0.0046415888336127772,1,7.9243697685975049e-08,-0.042327234979344652
b,DV-QRC,Clustered,0.0046415888336127772,2,7.505203879529351e-08,-0.052016126488748891
b,DV-QRC,Clustered,0.0046415888336127772,3,4.2757763114362761e-06,-0.045833239196798332
b,DV-QRC,Clustered,0.0046415888336127772,4,6.8514586563720189e-06,-0.061337293345709393
b,DV-QRC,Clustered,0.0046415888336127772,5,9.5199180140322353e-07,-0.071300059754158554
b,DV-QRC,Clustered,0.0046415888336127772,6,2.7079930961034478e-07,-0.071495587117986717
b,DV-QRC,Clustered,0.0046415888336127772,7,1.1913745999711125e-06,-0.068064954127178043
b,DV-QRC,Clustered,0.0046415888336127772,8,1.2542848469060166e-06,-0.027859218867853228
b,DV-QRC,Clustered,0.0046415888336127772,9,6.4905002129173655e-08,-0.053602682672921266
b,DV-QRC,Clustered,0.0046415888336127772,10,1.077787302239802e-06,-0.064106653985820203
b,DV-QRC,Clustered,0.0046415888336127772,11,8.6686394752208482e-08,-0.03227942830167263
b,DV-QRC,Clustered,0.0046415888336127772,12,1.3443338739154315e-07,-0.068310294544624298
b,DV-QRC,Clustered,0.0046415888336127772,13,3.4307738006605604e-06,-0.070831011107884687
b,DV-QRC,Clustered,0.0046415888336127772,14,2.589489325315322e-07,-0.054247730461168132
b,DV-QRC,Clustered,0.0046415888336127772,15,8.4202218803127549e-08,-0.066579475149370335
b,DV-QRC,Clustered,0.0046415888336127772,16,7.1726277328066027e-08,-0.073270268841632874
b,DV-QRC,Clustered,0.0046415888336127772,17,4.2563576169162037e-07,-0.082789372129974781
b,DV-QRC,Clustered,0.0046415888336127772,18,1.3735373632062944e-06,-0.074153536207225743
b,DV-QRC,Clustered,0.0046415888336127772,19,7.4582004076713498e-08,-0.060340800343477545
b,DV-QRC,Clustered,0.01,0,9.9646336126987105e-06,-0.070141775343188509
b,DV-QRC,Clustered,0.01,1,8.3434322239248739e-08,-0.043685716357855682
b,DV-QRC,Clustered,0.01,2,8.486865622671304e-08,-0.045439568029370776
b,DV-QRC,Clustered,0.01,3,2.101498742137023e-05,-0.03739979354276534
b,DV-QRC,Clustered,0.01,4,3.777933926048426e-05,-0.058617731211918163
b,DV-QRC,Clustered,0.01,5,6.4398198421057871e-06,-0.06754357310156206
b,DV-QRC,Clustered,0.01,6,1.8231840686037034e-06,-0.063318134556412678
b,DV-QRC,Clustered,0.01,7,1.2333907593467004e-05,-0.056465232915098022
b,DV-QRC,Clustered,0.01,8,9.4829201271005531e-06,-0.033113989597862943
b,DV-QRC,Clustered,0.01,9,6.7187455577435781e-08,-0.043746946778616458
b,DV-QRC,Clustered,0.01,10,1.1999508209572114e-05,-0.054912683208513356
b,DV-QRC,Clustered,0.01,11,2.6392505471271201e-07,-0.032138176979653293
b,DV-QRC,Clustered,0.01,12,1.0723753625481844e-06,-0.058666511375515963
b,DV-QRC,Clustered,0.01,13,2.590351921142379e-05,-0.064817180455961063
b,DV-QRC,Clustered,0.01,14,2.1092813513224376e-06,-0.045716957075411575
b,DV-QRC,Clustered,0.01,15,4.8708701143880061e-07,-0.054103238337646464
b,DV-QRC,Clustered,0.01,16,7.2809710433571967e-08,-0.057792956885373337
b,DV-QRC,Clustered,0.01,17,3.3930597783871497e-06,-0.082837980989442117
b,DV-QRC,Clustered,0.01,18,1.4884641873573465e-05,-0.076405743347364413
b,DV-QRC,Clustered,0.01,19,1.2193743608819874e-07,-0.04878686499973902
b,DV-QRC,Clustered,0.021544346900318822,0,0.00010712720095370674,-0.054089559094503858
b,DV-QRC,Clustered,0.021544346900318822,1,2.3674089828732814e-06,-0.043442894769525738
b,DV-QRC,Clustered,0.021544346900318822,2,3.6183178864661134e-06,-0.040090504630092887
b,DV-QRC,Clustered,0.021544346900318822,3,0.00012308727118708589,-0.034955416968901538
b,DV-QRC,Clustered,0.021544346900318822,4,0.00017319884740826233,-0.053192926989390911
b,DV-QRC,Clustered,0.021544346900318822,5,4.7313892203352532e-05,-0.055401266177686197
b,DV-QRC,Clustered,0.021544346900318822,6,1.4074846545012529e-05,-0.048752519694484901
b,DV-QRC,Clustered,0.021544346900318822,7,0.00010102462909889224,-0.044307218373323937
b,DV-QRC,Clustered,0.021544346900318822,8,6.4343568998316621e-05,-0.036597915255781571
b,DV-QRC,Clustered,0.021544346900318822,9,8.5539498640603106e-08,-0.037996431460534642
b,DV-QRC,Clustered,0.021544346900318822,10,8.2712332579870074e-05,-0.043865816075270563
b,DV-QRC,Clustered,0.021544346900318822,11,1.2937184147355882e-05,-0.032438161988980446
b,DV-QRC,Clustered,0.021544346900318822,12,3.3032612479190308e-05,-0.049869356734830089
b,DV-QRC,Clustered,0.021544346900318822,13,0.00016698728016576757,-0.05254195271430364
b,DV-QRC,Clustered,0.021544346900318822,14,2.3941960111946537e-05,-0.041876442160965095
b,DV-QRC,Clustered,0.021544346900318822,15,1.2379774321026578e-05,-0.040601044100841907
b,DV-QRC,Clustered,0.021544346900318822,16,1.7833008898310773e-06,-0.040987841822985621
b,DV-QRC,Clustered,0.021544346900318822,17,3.0788112625023142e-05,-0.083208619585844731
b,DV-QRC,Clustered,0.021544346900318822,18,0.00013394864495145354,-0.074626687653985904
b,DV-QRC,Clustered,0.021544346900318822,19,6.4127002724534436e-06,-0.042049084588483214
b,DV-QRC,Clustered,0.046415888336127774,0,0.00067712118746397125,-0.041951401359522578
b,DV-QRC,Clustered,0.046415888336127774,1,7.7469225734895077e-05,-0.042101482025945769
b,DV-QRC,Clustered,0.046415888336127774,2,0.00010292129424159523,-0.037131347914831608
b,DV-QRC,Clustered,0.046415888336127774,3,0.00075434293215861307,-0.037872760530286646
b,DV-QRC,Clustered,0.046415888336127774,4,0.00078078921113408899,-0.043812287528479966
b,DV-QRC,Clustered,0.046415888336127774,5,0.00032879908580075377,-0.041973036920463398
b,DV-QRC,Clustered,0.046415888336127774,6,0.00013141598740568192,-0.040327656558228009
b,DV-QRC,Clustered,0.046415888336127774,7,0.00059706425603577441,-0.03797043846334789
b,DV-QRC,Clustered,0.046415888336127774,8,0.00036194495801826319,-0.040308073215186833
b,DV-QRC,Clustered,0.046415888336127774,9,4.0523041714793781e-05,-0.036648763806396402
b,DV-QRC,Clustered,0.046415888336127774,10,0.00042617406205123544,-0.036713490578402973
b,DV-QRC,Clustered,0.046415888336127774,11,0.00031928080050650577,-0.032519341331633971
b,DV-QRC,Clustered,0.046415888336127774,12,0.00044825047865792821,-0.044893756923773086
b,DV-QRC,Clustered,0.046415888336127774,13,0.00088559099430111606,-0.040187152368238381
b,DV-QRC,Clustered,0.046415888336127774,14,0.00025624029138121698,-0.040167431941736526
b,DV-QRC,Clustered,0.046415888336127774,15,0.00017469191485806524,-0.035056170735288557
b,DV-QRC,Clustered,0.046415888336127774,16,0.00012800251519588679,-0.036356860194823766
b,DV-QRC,Clustered,0.046415888336127774,17,0.00032399417432986248,-0.084845827231784798
b,DV-QRC,Clustered,0.046415888336127774,18,0.00084827856444365972,-0.061274546063234313
b,DV-QRC,Clustered,0.046415888336127774,19,0.00013463924979118574,-0.039729327157058361
b,DV-QRC,Clustered,0.10000000000000001,0,0.0037056773952742991,-0.039806335362089294
b,DV-QRC,Clustered,0.10000000000000001,1,0.0014094268016747336,-0.040973725497545799
b,DV-QRC,Clustered,0.10000000000000001,2,0.0012935621498641934,-0.036024039588805609
b,DV-QRC,Clustered,0.10000000000000001,3,0.0036142197903822814,-0.041869435270693679
b,DV-QRC,Clustered,0.10000000000000001,4,0.003601518288238455,-0.031000319133521945
b,DV-QRC,Clustered,0.10000000000000001,5,0.0022477714776225669,-0.035123146000055311
b,DV-QRC,Clustered,0.10000000000000001,6,0.001630327838218639,-0.037545454705525963
b,DV-QRC,Clustered,0.10000000000000001,7,0.0030824264647529008,-0.036554473658744334
b,DV-QRC,Clustered,0.10000000000000001,8,0.0023348216072928657,-0.045587797747878668
b,DV-QRC,Clustered,0.10000000000000001,9,0.0023372633473126162,-0.037577768489094249
b,DV-QRC,Clustered,0.10000000000000001,10,0.0025509782993445931,-0.034662162839986563
b,DV-QRC,Clustered,0.10000000000000001,11,0.0033572226053950487,-0.032562135166095144
b,DV-QRC,Clustered,0.10000000000000001,12,0.0034105022618386182,-0.040944476603521712
b,DV-QRC,Clustered,0.10000000000000001,13,0.0039534185934425158,-0.033558985740746235
b,DV-QRC,Clustered,0.10000000000000001,14,0.0020488383143727608,-0.039407775857582997
b,DV-QRC,Clustered,0.10000000000000001,15,0.0021290550458059158,-0.03467444793553446
b,DV-QRC,Clustered,0.10000000000000001,16,0.0022712981101803559,-0.036884956449829275
b,DV-QRC,Clustered,0.10000000000000001,17,0.0025454524811146747,-0.087342106053552915
b,DV-QRC,Clustered,0.10000000000000001,18,0.0044116488154147199,-0.047518935503180315
b,DV-QRC,Clustered,0.10000000000000001,19,0.0022757671259993422,-0.039848475255696715
b,DV-QRC,Clustered,0.21544346900318823,0,0.014511925996879328,-0.044650998453066082
b,DV-QRC,Clustered,0.21544346900318823,1,0.010045178877564901,-0.041882539676804324
b,DV-QRC,Clustered,0.21544346900318823,2,0.0089053990289108664,-0.03614576630843299
b,DV-QRC,Clustered,0.21544346900318823,3,0.013217237793306486,-0.042531945691092143
b,DV-QRC,Clustered,0.21544346900318823,4,0.013798800916904766,-0.027445813678209096
b,DV-QRC,Clustered,0.21544346900318823,5,0.010885061892749855,-0.033200609923115014
b,DV-QRC,Clustered,0.21544346900318823,6,0.010917639888326404,-0.035273483977753949
b,DV-QRC,Clustered,0.21544346900318823,7,0.012470567722899697,-0.039289307577099301
b,DV-QRC,Clustered,0.21544346900318823,8,0.011247685791477949,-0.047749823068391123
b,DV-QRC,Clustered,0.21544346900318823,9,0.014563929577396733,-0.041234796282811174
b,DV-QRC,Clustered,0.21544346900318823,10,0.011950097450827608,-0.032263423327214054
b,DV-QRC,Clustered,0.21544346900318823,11,0.016344233822139519,-0.034578259397258067
b,DV-QRC,Clustered,0.21544346900318823,12,0.0147040584702365,-0.038315046481702364
b,DV-QRC,Clustered,0.21544346900318823,13,0.014146934887933036,-0.031153587487712936
b,DV-QRC,Clustered,0.21544346900318823,14,0.01010789066761562,-0.039402910840959204
b,DV-QRC,Clustered,0.21544346900318823,15,0.012258019293740404,-0.037822831348307141
b,DV-QRC,Clustered,0.21544346900318823,16,0.012907324397615737,-0.03968202668578958
b,DV-QRC,Clustered,0.21544346900318823,17,0.011552567979025128,-0.078315299591138213
b,DV-QRC,Clustered,0.21544346900318823,18,0.016631201189217067,-0.041840963285719478
b,DV-QRC,Clustered,0.21544346900318823,19,0.013438218698371278,-0.041035593989001778
b,DV-QRC,Clustered,0.46415888336127725,0,0.042494545695907437,-0.044724676504992712
b,DV-QRC,Clustered,0.46415888336127725,1,0.031869354864932739,-0.045787401493051959
b,DV-QRC,Clustered,0.46415888336127725,2,0.029082862714126009,-0.036798210129376487
b,DV-QRC,Clustered,0.46415888336127725,3,0.037140340770767229,-0.042558564291029631
b,DV-QRC,Clustered,0.46415888336127725,4,0.039984952421251642,-0.031161919392245083
b,DV-QRC,Clustered,0.46415888336127725,5,0.033239754232161058,-0.033883852786172626
b,DV-QRC,Clustered,0.46415888336127725,6,0.035888341815646582,-0.031977310705188382
b,DV-QRC,Clustered,0.46415888336127725,7,0.037494674411012667,-0.045800187258947113
b,DV-QRC,Clustered,0.46415888336127725,8,0.034161922671497695,-0.048353576502491002
b,DV-QRC,Clustered,0.46415888336127725,9,0.043450552172652465,-0.053213850287441071
b,DV-QRC,Clustered,0.46415888336127725,10,0.037124001374087383,-0.032460605472240618
b,DV-QRC,Clustered,0.46415888336127725,11,0.047423781532206076,-0.038856938412140413
b,DV-QRC,Clustered,0.46415888336127725,12,0.040936485255932319,-0.037548111600267227
b,DV-QRC,Clustered,0.46415888336127725,13,0.03977120021068755,-0.03239128127029197
b,DV-QRC,Clustered,0.46415888336127725,14,0.031017809354786437,-0.040854070889638598
b,DV-QRC,Clustered,0.46415888336127725,15,0.037556124525970375,-0.042835222577994693
b,DV-QRC,Clustered,0.46415888336127725,16,0.038812846248968594,-0.043817686295727763
b,DV-QRC,Clustered,0.46415888336127725,17,0.035178279092664959,-0.059637267170699004
b,DV-QRC,Clustered,0.46415888336127725,18,0.047464502834251306,-0.041980909674606881
b,DV-QRC,Clustered,0.46415888336127725,19,0.04102157196617242,-0.040438489228813858
b,DV-QRC,Clustered,1,0,0.09825620755492924,-0.061110005251539652
b,DV-QRC,Clustered,1,1,0.075545448657414457,-0.048654922265302901
b,DV-QRC,Clustered,1,2,0.068042940035086569,-0.040623395142896444
b,DV-QRC,Clustered,1,3,0.082177202976440752,-0.043222452256472595
b,DV-QRC,Clustered,1,4,0.092460081556357918,-0.035277174991887927
b,DV-QRC,Clustered,1,5,0.07711135762755926,-0.035699153246116541
b,DV-QRC,Clustered,1,6,0.089465569868925773,-0.032161114587877786
b,DV-QRC,Clustered,1,7,0.089399518318194149,-0.045811745974402109
b,DV-QRC,Clustered,1,8,0.080871380592885747,-0.046645370140902885
b,DV-QRC,Clustered,1,9,0.10020454105437666,-0.050243038357658837
b,DV-QRC,Clustered,1,10,0.09010847295693096,-0.033926482427928437
b,DV-QRC,Clustered,1,11,0.10638354358818818,-0.037671979803648288
